id,title,year,mpaa_rating,rating_sex_nudity,rating_violence_gore,rating_language
612,Borat Subsequent Moviefilm,2020,R,8,5,5
613,Born to Be Wild,1995,PG,1,2,1
614,Born to Be Wild 3D,2011,G,0,2,0
615,Born Yesterday,1993,PG,1,2,3
616,"Borrowed Identity, A",2014,NR,6,4,2
617,"Borrowers, The",1998,PG,0,3,1
618,"Boss, The",2016,R,5,5,9
619,"Boss Baby, The",2017,PG,1,3,1
620,"Boss Baby: Family Business, The",2021,PG,1,3,2
621,Boss Level,2020,TV-MA,2,8,10
622,Bounce,2000,PG-13,5,4,5
623,Boundaries,2018,R,6,4,7
624,Bounty Hunter,2010,PG-13,5,5,4
625,"Bourne Identity, The",2002,PG-13,3,5,5
626,"Bourne Legacy, The",2012,PG-13,2,7,5
627,"Bourne Supremacy, The",2004,PG-13,3,6,5
628,Bourne Ultimatum,2007,PG-13,3,5,4
629,Bowfinger,1999,PG-13,4,3,5
630,Bowling for Columbine,2002,R,5,5,5
631,"Box, The",2009,PG-13,2,6,3
632,Boxing Helena,1993,R,9,4,5
633,"Boxtrolls, The",2014,PG,1,4,2
634,"Boy, The",2016,PG-13,3,5,2
635,Boy Erased,2018,R,5,4,5
636,Boyhood,2014,R,5,4,8
637,"Boy in the Striped Pajamas, The",2008,PG-13,1,5,1
638,"Boy Next Door, The",2015,R,8,6,6
639,Boys and Girls,2000,PG-13,5,2,4
640,"Boys and Girl from County Clare, The",2005,NR,6,3,8
641,"Boys Are Back, The",2009,PG-13,4,4,4
642,Boys Don’t Cry,1999,R,9,8,10
643,"Boys in the Band, The",2020,R,6,4,5
644,Boys on the Side,1995,R,5,4,7
645,Brad’s Status,2017,R,3,1,7
646,"Brady Bunch Movie, The",1995,PG-13,3,2,1
647,Brahms: The Boy II,2020,PG-13,1,5,3
648,Brain Donors,1992,PG,1,1,0
649,Brainscan,1994,R,5,7,6
650,Bram Stoker’s Dracula,1992,R,7,7,0
651,Bran Nue Dae,2009,PG-13,4,4,4
652,Bratz: The Movie,2007,PG,3,3,2
653,Brave,2012,PG,2,4,1
654,Braveheart,1995,R,6,10,2
655,Brazen,2022,TV-14,5,6,3
656,"Brave One, The",2007,R,6,8,7
657,Breach,2007,PG-13,6,4,5
658,"Bread, My Sweet, The",2002,NR,4,3,5
659,Breakdown,1997,R,1,7,7
660,Breakin’ All the Rules,2004,PG-13,6,3,4
661,Breaking and Entering,2006,R,8,4,5
662,Breaking In,2018,PG-13,2,7,5
663,Breaking News in Yuba County,2021,R,6,7,7
664,Breakthrough,2019,PG,1,4,2
665,"Break-Up, The",2006,PG-13,7,3,5
666,Breathe,2017,PG-13,2,3,3
667,Brian Banks,2019,PG-13,4,5,5
668,Brick Mansions,2014,PG-13,3,6,5
669,Bride and Prejudice,2005,PG-13,4,2,2
670,Bride of Chucky,1998,R,4,8,7
671,Brideshead Revisited,2008,PG-13,7,2,3
672,Bridesmaids,2011,R,8,5,7
673,Bride Wars,2008,PG,4,3,3
674,Bridge of Spies,2015,PG-13,1,5,5
675,"Bridges of Madison County, The",1995,PG-13,4,0,5
676,Bridget Jones’s Baby,2016,R,7,4,7
677,Bridget Jones’s Diary,2001,R,6,4,8
678,Bridget Jones: The Edge of Reason,2004,R,7,3,7
679,Bridge to Terabithia,2007,PG,1,4,1
680,Brightburn,2019,R,5,8,7
681,Bright Star,2009,PG,3,2,2
682,Brigsby Bear,2017,PG-13,4,3,4
683,Bringing Down the House,2003,PG-13,4,4,4
684,Bringing Out the Dead,1999,R,4,9,8
685,Bring It On,2000,PG-13,4,3,4
686,Brittany Runs a Marathon,2019,R,6,3,8
687,Brokeback Mountain,2005,R,8,6,6
688,Brokedown Palace,1999,PG-13,3,3,5
689,Broken Arrow,1996,R,0,7,6
690,Broken City,2013,R,7,6,10
691,Broken Embraces,2009,R,8,4,5
692,Broken Flowers,2005,R,6,4,5
693,"Broken Hearts Gallery, The",2020,PG-13,4,3,5
694,Broken Lizard’s Club Dread,2004,R,8,8,8
695,"Bronx Tale, A",1993,R,0,8,9
696,"Bronze, The",2016,R,7,3,10
697,Brooklyn,2015,PG-13,6,2,5
698,Brooklyn’s Finest,2010,R,9,9,10
699,Brother Bear,2003,G,1,3,0
700,Brotherhood of the Wolf,2002,R,7,9,3
701,Brothers,2009,R,5,6,7
702,"Brothers, The",2001,R,7,3,6
703,"Brothers Bloom, The",2009,PG-13,6,6,5
704,"Brothers Grimm, The",2005,PG-13,3,7,4
705,"Brothers Grimsby, The",2016,R,9,7,6
706,"Brothers Solomon, The",2007,R,7,4,7
707,Brown Sugar,2002,PG-13,3,2,5
708,Bruce Almighty,2003,PG-13,5,3,5
709,Bruised,2020,R,7,7,10
710,Brüno,2009,R,10,6,7
711,Bubble Boy,2001,PG-13,5,5,5
712,"Bucket List, The",2007,PG-13,3,3,5
713,Bucky Larson: Born to Be a Star,2011,R,9,2,9
714,Buddy,1997,PG,1,2,0
715,Buffalo Soldiers,2003,R,6,7,10
716,Buffy the Vampire Slayer,1992,PG-13,3,7,0
717,Bug,2007,R,9,8,8
718,"Bug’s Life, A",1998,G,0,3,1
719,Bull,2019,NR,6,3,8
720,Bulletproof,1996,R,4,8,9
721,Bulletproof Monk,2003,PG-13,4,6,5
722,Bullet to the Head,2013,R,6,8,7
723,Bully,2012,NR,2,5,6
724,Bulworth,1998,R,3,3,10
725,Bumblebee,2018,PG-13,3,5,4
726,Buried,2010,R,1,6,8
727,Burlesque,2010,PG-13,6,2,5
728,Burn After Reading,2008,R,8,7,10
729,Burnt,2015,R,3,4,10
730,Bushwhacked,1995,PG-13,1,2,5
731,Butch Cassidy and the Sundance Kid,1969,PG,4,5,3
732,Butter,2012,R,6,4,6
733,"Butterfly, The",2002,NR,1,3,1
734,"Butterfly Effect, The",2004,R,8,8,10
735,"Bye Bye, Love",1995,PG-13,2,2,5
736,"Bye Bye Man, The",2017,PG-13,5,8,5
737,By the Sea,2015,R,8,3,6
738,Byzantium,2013,R,7,8,5
739,Cabin Boy,1994,PG-13,3,2,4
740,Cabin Fever,2003,R,6,10,10
741,"Cabin in the Woods, The",2012,R,6,9,10
742,"Cable Guy, The",1996,PG-13,3,3,4
743,Caché,2005,R,6,6,5
744,Cadillac Records,2008,R,7,5,10
745,Café Society,2016,PG-13,5,5,4
746,Coffee & Kareem,2020,TV-MA,6,7,10
747,Cake,2014,R,5,4,7
748,Calendar Girl,1993,PG-13,5,3,5
749,Calendar Girls,2003,PG-13,5,1,4
750,"Call, The",2013,R,6,7,5
751,Call Me By Your Name,2017,R,8,1,5
752,"Call of the Wild, The",2020,PG,1,5,1
753,Calvary,2014,R,6,6,6
754,Camp,2003,PG-13,4,3,5
755,"Campaign, The",2012,R,7,5,7
756,Camp Nowhere,1994,PG,2,2,1
757,Candyman,1992,R,4,9,4
758,Candyman,2021,R,3,9,8
759,Candyman: Farewell to the Flesh,1995,R,5,8,6
760,Can’t Hardly Wait,1998,PG-13,4,2,6
761,"Canyons, The",2013,R,9,5,10
762,Can You Ever Forgive Me?,2018,R,3,2,6
763,Capitalism: A Love Story,2009,R,0,4,5
764,Capone,2020,R,5,8,10
765,Capote,2005,R,2,6,5
766,Captain America: Civil War,2016,PG-13,1,7,3
767,Captain America: The First Avenger3D,2011,PG-13,3,6,4
768,Captain America: The Winter Soldier,2014,PG-13,1,6,3
769,Captain Corelli’s Mandolin,2001,R,6,7,5
770,Captain Marvel,2019,PG-13,1,5,5
771,Captain Phillips,2013,PG-13,1,5,4
772,Captain Ron,1992,PG-13,4,3,5
773,Captain Underpants: The First Epic Movie,2017,PG,2,3,2
774,Captive,2015,PG-13,3,5,3
775,Captive State,2019,PG-13,3,6,5
776,"Card Counter, The",2021,R,6,7,6
777,"Car 54, Where Are You?",1994,PG-13,3,3,3
778,Carlito’s Way,1993,R,4,7,7
779,Carnage,2011,R,1,4,6
780,Carol,2015,R,7,3,5
781,Carrie,2013,R,6,7,5
782,Cars,2006,G,2,3,2
783,Cars 2,2011,G,2,4,1
784,Cars 3,2017,G,0,2,1
785,Casa de Mi Padre,2012,R,6,8,6
786,Casanova,2005,R,6,3,4
787,"Case for Christ, The",2017,PG,1,3,2
788,Case 39,2010,R,2,8,5
789,Casino,1995,R,5,9,10
790,Casino Jack,2010,R,6,6,9
791,Casino Royale,2006,PG-13,5,7,4
792,Casper,1995,PG,1,4,1
793,Cast Away,2000,PG-13,3,6,3
794,"Castle, The",1997,R,1,2,8
795,Catch a Fire,2006,PG-13,4,7,5
796,Catch and Release,2007,PG-13,6,3,4
797,Catch Me If You Can,2002,PG-13,5,4,5
798,Catch That Kid,2004,PG,3,3,2
799,Catfish,2010,PG-13,4,2,4
800,Cats,2019,PG,1,3,1
801,Cats and Dogs,2001,PG,0,4,3
802,Cats & Dogs: The Revenge of Kitty Galore,2010,PG,1,3,2
803,Cats Don’t Dance,1997,G,0,1,0
804,"Cat’s Meow, The",2002,PG-13,5,3,5
805,Catwoman,2004,PG-13,4,5,3
806,"Cave, The",2005,PG-13,1,7,5
807,Cave of Forgotten Dreams,2011,NR,2,2,1
808,CB4,1993,R,6,3,9
809,Cedar Rapids,2011,R,7,3,6
810,Celebrity,1998,R,7,2,9
811,Celeste and Jesse Forever,2012,R,7,1,9
812,"Cell, The",2000,R,6,10,8
813,Cellular,2004,PG-13,3,6,5
814,Celtic Pride,1996,PG-13,1,2,5
815,"Cemetery Club, The",1993,PG-13,3,2,5
816,Center Stage,2000,PG-13,4,1,5
817,Central Intelligence,2016,PG-13,4,6,5
818,"Central Park Five, The",2012,NR,3,4,5
819,Central Station,1998,R,2,4,6
820,Chain Reaction,1996,PG-13,0,4,3
821,"Chamber, The",1996,R,0,5,4
822,Changeling,2008,R,4,7,5
823,"Change-Up, The",2011,R,9,5,10
824,Changing Lanes,2002,R,1,3,5
825,Chaos Walking,2021,PG-13,2,5,4
826,Chaplin,1993,PG-13,3,0,2
827,Chappaquiddick,2018,PG-13,1,4,5
828,Chappie,2015,R,5,7,9
829,Charlie and the Chocolate Factory,2005,PG,3,4,2
830,Charlie Bartlett,2008,R,6,4,7
831,Charlie’s Angels,2000,PG-13,5,6,4
832,Charlie’s Angels,2019,PG-13,3,5,5
833,Charlie’s Angels: Full Throttle,2003,PG-13,5,5,4
834,Charlie St. Cloud,2010,PG-13,5,5,4
835,Charlie Wilson’s War,2007,R,6,5,8
836,Charlotte Gray,2002,PG-13,4,5,5
837,Charlotte’s Web,2006,G,1,2,1
838,"Chase, The",1994,PG-13,4,4,5
839,Chasing Liberty,2004,PG-13,4,3,4
840,Chasing Mavericks,2012,PG,2,3,1
841,Cheaper by the Dozen,2003,PG,3,3,3
842,Cheaper by the Dozen 2,2005,PG,3,3,3
843,Cheatin’,2015,NR,6,4,1
844,Chef,2014,R,4,2,9
845,Chemical Hearts,2020,R,5,4,6
846,Che: Part One,2008,R,2,7,5
847,Che: Part Two,2009,R,1,8,5
848,Chéri,2009,R,9,2,2
849,Cherish,2002,R,5,5,7
850,Chernobyl Diaries,2012,R,2,7,10
851,Cherry,2021,R,5,8,10
852,Chicago,2002,PG-13,5,4,4
853,Chicken Little,2005,G,1,4,2
854,Chicken Run,2000,G,1,4,1
855,Chick Fight,2020,R,6,5,6
856,Chico & Rita,2012,NR,7,4,4
857,Child 44,2015,R,5,7,6
858,Children of Men,2006,R,6,8,10
859,Child’s Play,2019,R,3,9,6
860,Chill Factor,1999,R,1,7,7
861,Chimpanzee,2012,G,0,3,0
862,China Moon,1994,R,6,6,5
863,CHIPS,2017,R,8,7,10
864,Chi-Raq,2015,R,7,5,9
865,Chloe,2010,R,9,4,5
866,Chocolat,2000,PG-13,4,3,3
867,"Choice, The",2016,PG-13,4,4,4
868,Choke,2008,R,10,4,8
869,"Chorus, The",2005,PG-13,3,4,4
870,"Christmas Carol, A",2009,PG,1,3,3
871,"Christmas Chronicles 2, The",2020,PG,1,3,1
872,Christmas in the Clouds,2005,PG,4,3,3
873,"Christmas Tale, A",2008,NR,6,5,5
874,Christmas with the Kranks,2004,PG,3,3,1
875,Christopher Columbus: The Discovery,1992,PG-13,6,4,2
876,Christopher Robin,2018,PG,1,2,1
877,Chronicle,2012,PG-13,4,7,4
878,"Chronicles of Narnia, The: The Lion, the Witch and the Wardrobe",2005,PG,1,6,1
879,"Chronicles of Narnia, The: Prince Caspian",2008,PG,1,6,1
880,"Chronicles of Narnia,The: The Voyage of the Dawn Treader",2010,PG,1,5,1
881,"Chronicles of Riddick, The",2004,PG-13,3,7,5
882,"Cider House Rules, The",1999,PG-13,4,5,3
883,Cinderella,2015,PG,2,2,2
884,Cinderella,2021,PG,3,3,1
885,Cinderella Man,2005,PG-13,4,6,4
886,"Cinderella Story, A",2004,PG,3,3,3
887,"Circle, The",2017,PG-13,4,3,5
888,Circle of Friends,1995,PG-13,5,2,2
889,Cirque du Freak: The Vampire’s Assistant,2009,PG-13,4,7,4
890,City by the Sea,2002,R,3,5,10
891,City Hall,1996,R,0,4,8
892,City Island,2009,PG-13,6,4,5
893,City of Angels,1998,PG-13,5,4,4
894,City of Ember,2008,PG,0,4,0
895,City of Ghosts,2003,R,4,7,7
896,City of Industry,1997,R,6,8,7
897,City of Joy,1992,PG-13,1,5,3
898,City of Men,2008,R,6,7,8
899,City Slickers II: The Legend of Curly’s Gold,1994,PG-13,3,2,5
900,"Civil Action, A",1998,PG-13,0,1,5
901,CJ7,2008,PG,1,4,3
902,Clash of the Titans,2010,PG-13,4,7,1
903,Class Act,1992,PG-13,2,3,4
904,Clay Pigeons,1998,R,6,7,10
905,Clean Slate,1994,PG-13,3,3,5
906,Clear and Present Danger,1994,PG-13,2,6,5
907,"Clearing, The",2004,R,4,5,5
908,Cleopatra,2019,G,5,5,3
909,Clerks II,2006,R,10,4,10
910,Click,2006,PG-13,6,4,5
911,"Client, The",1994,PG-13,0,4,3
912,Cliffhanger,1993,R,1,8,7
913,Clifford,1994,PG,3,3,2
914,Clifford’s Really Big Movie,2004,G,0,2,0
915,Clifford the Big Red Dog,2021,PG,1,3,1
916,Climax,2019,R,8,7,7
917,"Climb, The",2019,R,6,4,10
918,Clockers,1995,R,3,6,9
919,Clockstoppers,2002,PG,3,4,3
920,Closed Circuit,2013,R,3,5,6
921,Closer,2004,R,8,4,8
922,"Closer You Get, The",2000,PG-13,4,1,5
923,"Closet, The",2001,R,6,3,5
924,Cloud Atlas,2012,R,8,8,7
925,Clouds of Sils Maria,2015,R,6,3,7
926,Cloudy with a Chance of Meatballs,2009,PG,1,3,1
927,Cloudy with a Chance of Meatballs 2,2013,PG,1,3,2
928,Cloverfield,2008,PG-13,4,6,5
929,Clueless,1995,PG-13,2,2,3
930,C’mon C’mon,2021,R,2,3,7
931,Coach Carter,2005,PG-13,4,4,5
932,Cobb,1994,R,7,7,7
933,Coco,2017,PG,1,3,1
934,Coco Before Chanel,2009,PG-13,5,2,4
935,Coco Chanel & Igor Stravinsky,2010,R,8,2,3
936,CODA,2021,PG-13,6,2,5
937,Code 8,2019,TV-MA,5,6,10
938,Code Name: The Cleaner,2007,PG-13,4,4,4
939,Cold Creek Manor,2003,R,7,6,6
940,Cold In July,2014,NR,7,7,6
941,"Cold Light of Day, The",2012,PG-13,2,6,5
942,Cold Mountain,2003,R,7,7,4
943,Cold Pursuit,2019,R,4,7,5
944,Cold War,2018,R,6,3,5
945,Colette,2018,R,7,3,4
946,Collateral,2004,R,1,7,6
947,Collateral Beauty,2016,PG-13,1,3,5
948,Collateral Damage,2002,R,2,8,5
949,"Collector, The",2009,R,6,10,6
950,College Road Trip,2008,G,2,3,1
951,Collide,2017,PG-13,5,6,5
952,Colombiana,2011,PG-13,5,7,5
953,Color of Night,1994,R,8,8,8
954,Come Away,2020,PG,1,4,1
955,Comedian,2002,R,2,1,6
956,"Comedian, The",2016,R,4,4,10
957,Comet,2014,R,3,2,8
958,Coming 2 America,2021,PG-13,5,4,4
959,"Commuter, The",2017,PG-13,1,6,5
960,"Company Men, The",2010,R,6,2,6
961,"Company You Keep, The",2013,R,1,4,6
962,Compliance,2012,R,7,3,6
963,Con Air,1997,R,2,8,8
964,Conan the Barbarian,2011,R,8,9,2
965,Concrete Cowboy,2020,R,1,5,10
966,Concussion,2015,PG-13,3,4,5
967,"Condemned, The",2007,R,5,8,8
968,Coneheads,1993,PG,4,5,3
969,Confessions of a Dangerous Mind,2002,R,7,5,10
970,Confessions of a Shopaholic,2009,PG,3,2,3
971,Confessions of a Teenage Drama Queen,2004,PG,3,2,2
972,Confetti,2006,R,7,3,5
973,Confidence,2003,R,6,5,10
974,Congo,1995,PG-13,1,7,5
975,"Congress, The",2014,NR,7,4,6
976,"Conjuring, The",2013,R,2,7,4
977,"Conjuring: The Devil Made Me Do It, The",2021,R,1,7,3
978,"Conjuring 2: The Enfield Poltergeist, The",2016,R,1,6,2
979,Connie and Carla,2004,PG-13,4,4,3
980,Consenting Adults,1992,R,5,5,5
981,Conspiracy Theory,1997,R,1,6,5
982,"Conspirator, The",2011,PG-13,1,7,4
983,"Constant Gardener, The",2005,R,5,8,6
984,Constantine,2005,R,2,8,5
985,Contact,1997,PG,2,1,2
986,Contagion,2011,PG-13,1,5,5
987,"Contender, The",2000,R,8,3,9
988,Contraband,2012,R,3,7,10
989,Control,2007,R,6,4,10
990,Conviction,2010,R,5,7,10
991,Cookie’s Fortune,1999,PG-13,3,4,3
992,"Cookout, The",2004,PG-13,4,4,4
993,"Cool, Dry Place, A",1998,PG-13,4,3,5
994,"Cooler, The",2003,R,8,7,10
995,Cool Runnings,1993,PG,0,2,2
996,Cop and a Half,1993,PG,1,3,2
997,Cop Car,2015,R,0,6,6
998,Copenhagen,2014,NR,6,3,10
999,Cop Land,1997,R,4,7,8
1000,Cop Out,2010,R,6,7,10
1001,Cops and Robbersons,1994,PG,2,3,2
1002,Copycat,1995,R,3,8,6
1003,Coraline,2009,PG,4,5,2
1004,"Core, The",2003,PG-13,1,5,5
1005,Corky Romano,2001,PG-13,4,5,5
1006,"Corrina, Corrina",1994,PG,1,1,3
1007,"Corruptor, The",1999,R,7,9,8
1008,Cosmic Sin,2021,R,2,7,8
1009,Cosmopolis,2012,R,7,7,5
1010,Cotton Mary,1999,R,6,2,1
1011,"Counselor, The",2013,R,7,7,8
1012,Countdown,2019,PG-13,3,5,5
1013,"Counterfeiters, The",2007,R,6,5,5
1014,"Count of Monte Cristo, The",2002,PG-13,4,6,3
1015,Country Bears,2002,G,1,2,1
1016,Country Strong,2011,PG-13,6,4,4
1017,Couples Retreat,2009,PG-13,6,4,4
1018,Courageous,2011,PG-13,1,5,1
1019,Courage Under Fire,1996,R,0,7,7
1020,"Courier, The (aka Ironbark)",2020,PG-13,4,5,5
1021,"Covenant, The",2006,PG-13,5,6,4
1022,Cowboys & Aliens,2011,PG-13,3,8,4
1023,"Cowboy Way, The",1994,PG-13,5,4,5
1024,Coyote Ugly,2000,PG-13,5,2,4
1025,Cradle 2 the Grave,2003,R,7,7,9
1026,Cradle Will Rock,1999,R,8,2,6
1027,"Craft, The",1996,R,3,7,6
1028,Crank,2006,R,9,8,10
1029,Crank: High Voltage,2009,R,10,10,10
1030,Crash,2005,R,6,8,10
1031,Crawl,2019,R,1,9,5
1032,"Crazies, The",2010,R,1,9,8
1033,crazy/beautiful,2001,PG-13,5,3,5
1034,Crazy Heart,2009,R,6,3,6
1035,Crazy In Alabama,1999,PG-13,2,4,4
1036,Crazy Rich Asians,2018,PG-13,4,3,5
1037,"Crazy, Stupid, Love",2011,PG-13,6,2,5
1038,Creed,2015,PG-13,4,5,5
1039,Creed II,2018,PG-13,3,6,4
1040,"Crew, The",2000,PG-13,5,5,5
1041,Crime Story,2021,R,5,5,6
1042,Criminal,2004,R,3,4,10
1043,Criminal,2016,R,2,7,9
1044,Crimson Peak,2015,R,7,7,5
1045,Crimson Tide,1995,R,1,5,6
1046,CrissCross,1992,R,4,3,2
1047,Crocodile Dundee in Los Angeles,2001,PG,3,4,3
1048,"Crocodile Hunter: Collision Course, The",2002,PG,1,3,2
1049,"Croods, The",2013,PG,1,3,1
1050,"Croods: A New Age, The",2020,PG,1,3,2
1051,Crooklyn,1994,PG-13,2,2,4
1052,Crossing Over,2009,R,8,7,10
1053,Crossover,2006,PG-13,5,3,5
1054,Crossroads,2002,PG-13,4,3,4
1055,"Crouching Tiger, Hidden Dragon",2000,PG-13,5,7,1
1056,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,PG-13,3,7,0
1057,"Crow, The",1994,R,4,7,8
1058,"Crow, The: City of Angels",1996,R,7,9,7
1059,"Crucible, The",1996,PG-13,4,3,2
1060,Cruel Intentions,1999,R,7,4,7
1061,Cruella,2021,PG-13,1,5,2
1062,"Cruise, The",1998,PG-13,2,1,5
1063,"Crush, The",1993,R,5,4,5
1064,Cry Macho,2021,PG-13,2,4,4
1065,Crystal Fairy,2013,NR,7,3,6
1066,"Cup, The",1999,G,2,1,2
1067,"Cure, The",1995,PG-13,0,3,5
1068,"Cure for Wellness, A",2017,R,8,8,5
1069,"Curious Case of Benjamin Button, The",2008,PG-13,7,6,5
1070,Curious George,2006,G,1,3,0
1071,"Current War: Director’s Cut, The",2019,PG-13,1,5,3
1072,Cursed,2005,PG-13,4,8,4
1073,"Curse of La Llorona, The",2019,R,1,7,1
1074,Curse of the Golden Flower,2007,R,5,7,0
1075,"Curse of the Jade Scorpion, The",2001,PG-13,3,3,3
1076,Cut Bank,2015,R,2,6,7
1077,Cuties,2020,TV-MA,8,4,5
1078,Cutthroat Island,1995,PG-13,4,6,3
1079,"Cutting Edge, The",1992,PG,2,1,1
1080,Cyrano,2021,PG-13,3,5,3
1081,Cyrus,2010,R,6,3,7
1082,Daddy Day Camp,2007,PG,3,3,3
1083,Daddy Day Care,2003,PG,1,3,3
1084,Daddy’s Home,2015,PG-13,5,4,4
1085,Daddy’s Home 2,2017,PG-13,4,3,4
1086,Da 5 Bloods,2020,R,1,9,10
1087,Dallas Buyers Club,2013,R,8,5,10
1088,Damage,1993,R,7,2,5
1089,"Damned United, The",2009,R,2,5,9
1090,Damsels in Distress,2011,PG-13,5,4,3
1091,Dance Flick,2009,PG-13,6,6,4
1092,"Dancer Upstairs, The",2003,R,7,9,6
1093,Dance With Me,1998,PG,2,0,3
1094,Dangerous Game,1994,R,8,6,10
1095,Dangerous Lies,2020,TV-14,3,6,4
1096,"Dangerous Method, A",2012,R,8,3,5
1097,Dangerous Minds,1995,R,3,3,8
1098,"Dangerous Woman, A",1993,R,7,6,7
1099,Dan In Real Life,2007,PG-13,4,3,3
1100,"Danish Girl, The",2015,R,8,4,1
1101,Danny Deckchair,2004,PG-13,6,3,4
1102,Dante’s Peak,1997,PG-13,2,6,5
1103,Daredevil,2003,PG-13,4,6,4
1104,"Darjeeling Limited, The",2007,R,6,5,6
1105,Dark Blue,2003,R,5,7,10
1106,Dark City,1998,R,6,8,2
1107,"Dark Divide, The",2020,NR,4,4,5
1108,Darkest Hour,2017,R,1,3,3
1109,"Darkest Hour, The",2011,PG-13,3,7,5
1110,"Darkest Minds, The",2018,PG-13,2,5,4
1111,"Dark Half, The",1993,R,0,9,6
1112,"Dark Knight, The",2008,PG-13,2,7,3
1113,"Dark Knight Rises, The",2012,PG-13,2,7,3
1114,Darkness,2002,PG-13,1,6,5
1115,"Darkness, The",2016,PG-13,1,6,5
1116,Darkness Falls,2003,PG-13,2,6,5
1117,Dark Phoenix,2019,PG-13,1,6,5
1118,Dark Shadows,2012,PG-13,4,6,4
1119,Dark Skies,2013,PG-13,4,6,4
1120,Dark Tide,2012,PG-13,3,7,5
1121,"Dark Tower, The",2017,PG-13,1,6,3
1122,Dark Water,2005,PG-13,3,5,5
1123,Dark Waters,2019,PG-13,3,4,5
1124,Darling Companion,2012,PG-13,4,3,4
1125,Date Movie,2006,PG-13,7,5,4
1126,Date Night,2010,PG-13,5,4,5
1127,Daughters of the Dust,1992,NR,2,0,0
1128,Dave,1993,PG-13,4,0,2
1129,Dave Chappelle’s Block Party,2006,R,2,1,7
1130,"Da Vinci Code, The",2006,PG-13,5,7,4
1131,Dawn of the Dead,2004,R,6,10,8
1132,Dawn of the Planet of the Apes,2014,PG-13,1,7,5
1133,"Day After Tomorrow, The",2004,PG-13,3,6,4
1134,Daybreakers,2009,R,5,10,6
1135,Daylight,1996,PG-13,1,7,5
1136,"Day the Earth Stood Still, The",2008,PG-13,1,6,2
1137,Day 13,2020,NR,3,5,5
1138,Dazed and Confused,1993,R,3,3,7
1139,"Dead Don’t Die, The",2019,R,2,8,7
1140,Deadly Illusions,2021,R,7,6,5
1141,Dead Man Down,2013,R,6,7,10
1142,Dead Man On Campus,1998,R,4,4,6
1143,Dead Man Walking,1996,R,3,6,6
1144,Deadpool,2016,R,8,8,10
1145,Deadpool 2,2018,R,5,9,10
1146,Dead Presidents,1995,R,4,9,9
1147,Dead Snow 2: Red vs. Dead,2014,R,5,9,7
1148,Dealin’ with Idiots,2013,NR,5,2,7
1149,Dear Evan Hansen,2021,PG-13,4,3,5
1150,Dear Frankie,2005,PG-13,2,3,5
1151,Dear God,1996,PG,1,2,3
1152,Dear John,2010,PG-13,6,4,4
1153,Death and the Maiden,1995,R,5,8,8
1154,Death at a Funeral,2007,R,4,5,7
1155,Death at a Funeral,2010,R,5,5,9
1156,Death Becomes Her,1992,PG-13,2,4,2
1157,Death of a Dynasty,2005,R,5,4,10
1158,Death of a President,2006,R,0,6,5
1159,Death of Me,2020,R,5,7,7
1160,Death on the Nile,2022,PG-13,5,6,2
1161,Death Race,2008,R,4,8,8
1162,Death Sentence,2007,R,2,8,10
1163,Death to Smoochy,2002,R,4,6,9
1164,Death Wish,2018,R,3,9,9
1165,"Debt, The",2011,R,6,7,6
1166,Deceiver,1998,R,4,7,7
1167,Deception,2008,R,8,7,6
1168,Deck the Halls,2006,PG,4,3,1
1169,Deep Blue Sea,1999,R,3,9,5
1170,"Deep Blue Sea, The",2011,R,6,4,5
1171,Deep Cover,1992,R,1,4,5
1172,"Deep End, The",2001,R,6,6,6
1173,"Deep End of the Ocean, The",1999,PG-13,2,1,6
1174,Deep Impact,1998,PG-13,1,5,5
1175,Deep Rising,1998,R,1,8,7
1176,Deepwater Horizon,2016,PG-13,4,7,5
1177,Defiance,2008,R,4,8,5
1178,"Definitely, Maybe",2008,PG-13,5,3,4
1179,Def Jam’s How to Be a Player,1997,R,8,1,8
1180,Deja Vu,2006,PG-13,4,7,4
1181,Delicacy,2011,PG-13,4,3,5
1182,Deliver Us From Eva,2003,R,4,3,4
1183,Deliver Us from Evil,2014,R,3,7,7
1184,Delivery Man,2013,PG-13,4,4,5
1185,De-Lovely,2004,PG-13,6,3,3
1186,Delta Farce,2007,PG-13,4,4,6
1187,Demolition,2016,R,3,5,8
1188,Demolition Man,1993,R,3,7,6
1189,Denial,2016,PG-13,1,3,5
1190,Dennis the Menace,1993,PG,2,4,1
1191,Den of Thieves,2017,R,5,7,10
1192,"Departed, The",2006,R,7,8,10
1193,"Descendants, The",2011,R,5,4,7
1194,"Descent, The",2006,R,3,10,9
1195,Desperado,1995,R,6,9,8
1196,Desperados,2020,TV-MA,6,3,9
1197,Desperate Measures,1998,R,1,8,6
1198,Despicable Me,2010,PG,2,3,2
1199,Despicable Me 2,2013,PG,3,3,2
1200,Despicable Me 3,2017,PG,2,3,1
1201,Destiny Turns on the Radio,1995,R,3,3,5
1202,Destroyer,2018,R,5,6,10
1203,Detachment,2011,NR,7,5,10
1204,Detroit,2017,R,5,8,10
1205,Detroit Rock City,1999,R,6,4,10
1206,Deuce Bigalow: European Gigolo,2005,R,7,5,5
1207,Deuce Bigalow: Male Gigolo,1999,R,6,4,5
1208,Deuces Wild,2002,R,4,7,10
1209,Devil,2010,PG-13,3,8,4
