id,title,year,mpaa_rating,rating_sex_nudity,rating_violence_gore,rating_language
4867,This Must Be the Place,2012,R,5,5,8
4868,Thomas and the Magic Railroad,2000,G,0,2,1
4869,"Thomas Crown Affair, The",1999,R,7,2,6
4870,Thor,2011,PG-13,2,7,3
4871,Thoroughbreds,2017,R,1,5,8
4872,Thor: Ragnarok,2017,PG-13,3,6,4
4873,Thor: The Dark World,2013,PG-13,3,6,3
4874,Those Who Wish Me Dead,2021,R,1,6,10
4875,"Thousand Acres, A",1997,R,2,2,5
4876,"Thousand Words, A",2012,PG-13,4,3,4
4877,"Three Billboards Outside Ebbing, Missouri",2017,R,2,7,10
4878,"Three Burials of Melquiades Estrada, The",2005,R,7,7,7
4879,3 Days to Kill,2014,PG-13,6,7,5
4880,"355, The",2022,PG-13,4,7,5
4881,300,2007,R,6,9,2
4882,300: Rise of an Empire,2014,R,7,9,5
4883,360,2012,R,8,4,5
4884,Three Identical Strangers,2019,PG-13,2,2,3
4885,Three Kings,1999,R,4,9,9
4886,"Three Musketeers, The",1993,PG,2,5,0
4887,"Three Musketeers, The",2011,PG-13,4,6,4
4888,3 Ninjas,1992,PG,0,3,0
4889,3 Ninjas Kick Back,1994,PG,0,3,0
4890,Three of Hearts,1993,R,5,5,7
4891,Threesome,1994,R,9,3,7
4892,"Three Stooges, The",2012,PG,2,4,2
4893,3 Strikes,2000,R,6,4,10
4894,3:10 to Yuma,2007,R,4,7,5
4895,"3,000 Miles to Graceland",2001,R,7,10,10
4896,Three to Tango,1999,PG-13,5,2,5
4897,Three Wishes,1995,PG,3,2,2
4898,Thunderbirds,2004,PG,3,4,1
4899,Thunder Force,2021,PG-13,4,6,4
4900,Thunderheart,1992,R,0,4,5
4901,"tick, tick…Boom!",2021,PG-13,5,2,4
4902,"Tie That Binds, The",1995,R,4,6,5
4903,Tigertail,2020,PG,2,3,3
4904,"Tigger Movie, The",2000,G,0,2,0
4905,Tijuana Jackson: Purpose Over Prison,2020,NR,5,3,10
4906,Till Death,2021,R,4,7,10
4907,‘Til There Was You,1997,PG-13,3,2,5
4908,Tim and Eric’s Billion Dollar Movie,2012,R,9,9,8
4909,Tim Burton’s Corpse Bride,2005,PG,1,4,1
4910,Tim Burton’s The Nightmare Before Christmas,1993,PG,0,2,0
4911,Time,2020,PG-13,5,2,5
4912,Time Code,2000,R,5,4,7
4913,Timecop,1994,R,7,7,6
4914,Timeline,2003,PG-13,2,5,5
4915,"Time Machine, The",2002,PG-13,3,6,2
4916,"Time to Kill, A",1996,R,0,6,4
4917,"Time Traveler’s Wife, The",2009,PG-13,6,5,4
4918,Tin Cup,1996,R,5,0,8
4919,"Tinker, Tailor, Soldier, Spy",2011,R,7,7,5
4920,Titan A.E.,2000,PG,2,5,0
4921,Titanic,1997,PG-13,6,6,5
4922,TMNT,2007,PG,1,3,1
4923,To All the Boys: Always and Forever,2021,TV-14,4,1,2
4924,To Die For,1995,R,6,3,6
4925,"To Do List, The",2013,R,9,3,8
4926,Together,2021,R,3,3,10
4927,Together Together,2021,R,4,2,5
4928,To Gillian On Her 37th Birthday,1996,PG-13,3,2,5
4929,Tolkien,2019,PG-13,4,6,2
4930,Tom and Jerry,2021,PG,1,3,1
4931,Tom and Jerry: The Movie,1993,G,0,1,0
4932,Tomb Raider,2018,PG-13,1,6,4
4933,Tombstone,1994,R,1,6,5
4934,Tomcats,2001,R,10,6,8
4935,Tom Clancy’s Without Remorse,2021,R,1,7,5
4936,Tommy Boy,1995,PG,1,2,3
4937,Tomorrowland,2015,PG,2,4,3
4938,"Tomorrow Man, The",2019,PG-13,4,3,5
4939,Tomorrow Never Dies,1997,PG-13,3,6,3
4940,"Tomorrow War, The",2021,PG-13,1,7,5
4941,Tooth Fairy,2009,PG,2,3,2
4942,Top Dog,1995,PG-13,1,4,3
4943,Top Five,2014,R,9,3,10
4944,Topsy-Turvy,1999,R,6,3,5
4945,To Rome With Love,2012,R,6,3,5
4946,Torque,2003,PG-13,4,5,5
4947,To Save a Life,2010,PG-13,6,5,4
4948,Totally Under Control,2020,TV-14,1,4,5
4949,Total Recall,2012,PG-13,5,7,5
4950,To the Stars,2019,NR,5,4,5
4951,To the Wonder,2013,R,6,4,1
4952,Touchback,2012,PG-13,3,4,4
4953,"Tourist, The",2010,PG-13,3,5,5
4954,Tower Heist,2011,PG-13,4,3,5
4955,"Town, The",2010,R,7,8,10
4956,Town & Country,2001,R,7,2,6
4957,"To Wong Foo, Thanks For Everything! Julie Newmar",1995,PG-13,2,3,3
4958,Toys,1993,PG-13,1,3,1
4959,Toy Story 2,1999,G,1,3,0
4960,Toy Story 3,2010,G,1,3,1
4961,Toy Story 4,2019,G,1,3,1
4962,Traffic,2000,R,6,7,10
4963,Traffik,2018,R,6,6,10
4964,"Tragedy of Macbeth, The",2021,R,1,6,3
4965,Training Day,2001,R,7,8,10
4966,Trainwreck,2015,R,7,4,10
4967,Traitor,2008,PG-13,2,6,5
4968,"Traitor, The",2019,R,7,7,5
4969,Trance,2013,R,9,9,6
4970,Transamerica,2005,R,7,4,6
4971,Transcendence,2014,PG-13,4,6,2
4972,Transformers,2007,PG-13,4,6,5
4973,Transformers: Age of Extinction,2014,PG-13,3,7,5
4974,Transformers: Dark of the Moon,2011,PG-13,5,7,5
4975,Transformers: Revenge of the Fallen,2009,PG-13,6,7,5
4976,Transformers: The Last Knight,2017,PG-13,2,6,4
4977,"Transporter, The",2002,PG-13,2,6,5
4978,Transporter 2,2005,PG-13,4,6,5
4979,Transporter 3,2008,PG-13,4,6,5
4980,"Transporter Refueled, The",2015,PG-13,5,6,5
4981,Trapped,2002,R,5,6,10
4982,Trapped in Paradise,1994,PG-13,1,4,4
4983,Treasure Planet,2002,PG,1,3,1
4984,"Tree, The",2011,NR,6,4,5
4985,"Tree of Life, The",2011,PG-13,2,4,1
4986,Trekkies,1998,PG,2,1,0
4987,Trespass,1992,R,0,8,8
4988,Trial and Error,1997,PG-13,3,3,4
4989,Trial by Fire,2018,R,6,6,10
4990,Trial by Jury,1994,R,5,6,6
4991,"Trial of the Chicago 7, The",2020,R,3,6,9
4992,trick,1999,R,7,1,6
4993,Triple Frontier,2019,R,1,6,10
4994,Triple 9,2016,R,7,8,10
4995,Trippin’,1999,R,5,5,8
4996,"Trip to Greece, The",2020,NR,4,2,6
4997,"Trip to Italy, The",2014,NR,4,3,7
4998,Trishna,2012,R,8,6,2
4999,Tristan & Isolde,2006,PG-13,6,8,1
5000,Tristram Shandy: A Cock and Bull Story,2006,R,6,5,8
5001,"Triumph of Love, The",2002,PG-13,5,1,1
5002,Trolls,2016,PG,2,3,2
5003,Trolls World Tour,2020,PG,1,3,1
5004,TRON: Legacy,2010,PG,2,5,2
5005,Tropic Thunder,2008,R,5,7,10
5006,"Trouble with the Curve, The",2012,PG-13,4,5,5
5007,Troy,2004,R,6,8,1
5008,True Crime,1999,R,4,6,9
5009,True Grit,2010,PG-13,1,7,3
5010,True Lies,1994,R,4,7,7
5011,True Romance,1993,R,7,10,10
5012,True Story,2015,R,5,6,5
5013,"Truman Show, The",1998,PG,1,3,3
5014,Trumbo,2015,R,3,3,7
5015,Trust,2011,R,7,6,7
5016,Trust the Man,2006,R,8,3,6
5017,Truth,2015,R,2,2,7
5018,"Truth About Cats and Dogs, The",1996,PG-13,4,0,5
5019,"Truth About Charlie, The",2002,PG-13,4,5,5
5020,Truth or Dare,2018,PG-13,6,6,5
5021,Tsotsi,2005,R,4,7,7
5022,T2 Trainspotting,2017,R,9,6,10
5023,Tucker and Dale vs. Evil,2011,R,5,9,8
5024,Tuck Everlasting,2002,PG,2,3,1
5025,Tulip Fever,2017,R,7,4,3
5026,Tully,2018,R,7,5,6
5027,Tumbleweeds,1999,PG-13,3,2,5
5028,Turbo,2013,PG,1,4,1
5029,Turbo: A Power Rangers Movie,1997,PG,1,3,1
5030,Turbulence,1997,R,2,7,7
5031,Turistas,2006,R,7,10,9
5032,"Turning, The",2020,PG-13,5,5,5
5033,Turn It Up,2000,R,5,8,10
5034,Turtle Beach,1992,R,4,7,5
5035,Tusk,2014,R,6,7,10
5036,"Tuxedo, The",2002,PG-13,4,5,4
5037,12,2007,PG-13,3,8,4
5038,12 Rounds,2009,PG-13,3,7,5
5039,12 Strong,2017,R,1,6,7
5040,12 Years a Slave,2013,R,8,8,5
5041,Twilight,1998,R,6,4,7
5042,Twilight,2008,PG-13,4,7,2
5043,"Twilight Saga, The: Breaking Dawn – Part 1",2011,PG-13,6,8,3
5044,"Twilight Saga, The: Breaking Dawn – Part 2",2012,PG-13,6,7,3
5045,"Twilight Saga, The: Eclipse",2010,PG-13,5,7,3
5046,"Twilight Saga, The: New Moon",2009,PG-13,5,7,3
5047,Twin Dragons,1992,PG-13,3,5,4
5048,Twin Peaks: Fire Walk With Me,1992,R,6,5,5
5049,Twisted,2004,R,7,7,7
5050,Twister,1996,PG-13,1,5,5
5051,20 Dates,1998,R,6,2,10
5052,2067,2020,NR,0,5,7
5053,20th Century Women,2016,R,6,3,5
5054,28 Days,2000,PG-13,5,4,5
5055,28 Days Later,2003,R,6,9,9
5056,28 Weeks Later,2007,R,6,9,7
5057,25th Hour,2002,R,3,4,10
5058,21,2008,PG-13,6,5,4
5059,21 and Over,2013,R,7,6,10
5060,21 Bridges,2019,R,3,8,10
5061,21 Grams,2003,R,7,7,7
5062,21 Jump Street,2012,R,7,7,10
5063,27 Dresses,2008,PG-13,5,3,5
5064,2012,2009,PG-13,3,7,5
5065,22 Jump Street,2014,R,5,5,10
5066,Two Brothers,2004,PG,3,5,2
5067,Two Can Play That Game,2001,R,7,3,7
5068,2 Days In New York,2012,R,6,3,7
5069,2 Days in the Valley,1996,R,7,7,8
5070,"Two Days, One Night",2015,PG-13,1,3,4
5071,"Two Faces of January, The",2014,PG-13,5,5,5
5072,2 Fast 2 Furious,2003,PG-13,4,5,5
5073,Two for the Money,2005,R,6,4,10
5074,Two Girls and a Guy,1998,R,5,3,10
5075,2 Guns,2013,R,5,6,8
5076,2 Hearts,2021,PG-13,4,4,5
5077,200 Cigarettes,1999,R,5,2,9
5078,Two Lovers,2009,R,8,3,7
5079,"Two Popes, The",2019,PG-13,3,4,2
5080,Two Weeks Notice,2002,PG-13,3,1,3
5081,Tyler Perry’s Acrimony,2018,R,6,6,7
5082,Tyler Perry’s A Madea Christmas,2013,PG-13,5,4,3
5083,Tyler Perry’s Boo 2! A Madea Halloween,2017,PG-13,4,4,5
5084,Tyler Perry’s A Madea Homecoming,2022,TV-MA,5,3,5
5085,Tyler Perry’s Daddy’s Little Girls,2007,PG-13,4,5,4
5086,Tyler Perry’s I Can Do Bad All by Myself,2009,PG-13,5,5,4
5087,Tyler Perry’s Madea Goes to Jail,2009,PG-13,6,5,4
5088,Tyler Perry’s Madea’s Big Happy Family,2011,PG-13,4,4,4
5089,Tyler Perry’s Temptation,2013,PG-13,6,5,4
5090,Tyler Perry’s The Family That Preys,2008,PG-13,4,4,3
5091,Tyler Perry’s Why Did I Get Married Too?,2010,PG-13,5,4,4
5092,Tyson,2009,R,4,5,6
5093,U-571,2000,PG-13,1,6,4
5094,UglyDolls,2019,PG,1,2,1
5095,"Ugly Truth, The",2009,R,8,3,6
5096,Ultraviolet,2006,PG-13,3,7,4
5097,Ulysses,1954,NR,4,4,1
5098,Unaccompanied Minors,2006,PG,1,3,2
5099,"Unborn, The",2009,PG-13,4,8,5
5100,Unbreakable,2000,PG-13,2,5,3
5101,Unbroken,2014,PG-13,3,6,5
5102,Unbroken: Path to Redemption,2018,PG-13,1,5,1
5103,Uncharted,2022,PG-13,2,6,5
5104,Uncle Drew,2018,PG-13,4,3,4
5105,Uncle Frank,2020,R,5,4,6
5106,Uncut Gems,2019,R,6,7,10
5107,Undefeated,2012,PG-13,2,3,5
5108,Underclassman,2005,PG-13,4,5,4
5109,Undercover Blues,1993,PG-13,2,3,5
5110,Undercover Brother,2002,PG-13,4,5,5
5111,Underdog,2007,PG,1,3,2
5112,Under Siege,1992,R,5,8,6
5113,Under Siege 2: Dark Territory,1995,R,3,7,8
5114,Under the Same Moon,2008,PG-13,3,3,4
5115,Under the Silver Lake,2019,R,8,6,9
5116,Under the Skin,2014,R,9,6,5
5117,Under the Tuscan Sun,2003,PG-13,6,3,5
5118,Underwater,2020,PG-13,2,6,5
5119,Underworld,2003,R,2,9,5
5120,Underworld: Awakening,2012,R,3,9,5
5121,Underworld: Blood Wars,2017,R,6,8,5
5122,Underworld: Evolution,2005,R,7,9,5
5123,Underworld: Rise of the Lycans,2009,R,6,9,0
5124,Undiscovered,2005,PG-13,5,3,4
5125,Undisputed,2002,R,4,5,10
5126,Unfaithful,2002,R,9,5,6
5127,Unfinished Business,2015,R,8,3,9
5128,"Unfinished Life, An",2005,PG-13,5,5,5
5129,Unfinished Song,2013,PG-13,2,4,4
5130,Unforgettable,1996,R,5,8,8
5131,Unforgettable,2017,R,7,7,5
5132,"Unforgivable, The",2021,R,5,5,8
5133,Unforgiven,1992,R,3,6,5
5134,Unfriended,2015,R,6,7,10
5135,Unfriended: Dark Web,2018,R,3,7,6
5136,Unhinged,2020,R,1,8,7
5137,"Uninvited, The",2009,PG-13,6,7,5
5138,Union Square,2012,R,3,3,8
5139,"United Kingdom, A",2016,PG-13,3,3,2
5140,United 93,2006,R,2,7,6
5141,Universal Soldier,1992,R,3,8,6
5142,Universal Soldier: The Return,1999,R,5,8,6
5143,Unknown,2011,PG-13,5,7,4
5144,Unknown White Male,2006,PG-13,2,1,5
5145,Unleashed,2005,R,7,9,7
5146,Unlocked,2019,R,1,7,6
5147,Unplanned,2019,R,1,8,3
5148,Unpregnant,2020,PG-13,5,4,5
5149,Unsane,2018,R,4,7,9
5150,Unstoppable,2010,PG-13,2,6,4
5151,Unstrung Heroes,1995,PG,1,2,2
5152,Untamed Heart,1993,PG-13,4,5,5
5153,Untraceable,2008,R,4,9,5
5154,Up,2009,PG,1,3,0
5155,Up at the Villa,2000,PG-13,3,4,1
5156,Up Close and Personal,1996,PG-13,4,3,6
5157,Upgrade,2018,R,2,8,6
5158,Up in the Air,2009,R,6,2,7
5159,"Upside, The",2019,PG-13,4,3,4
5160,Upside Down,2013,PG-13,3,4,3
5161,"Upside of Anger, The",2005,R,5,6,5
5162,Uptown Girls,2003,PG-13,4,4,4
5163,Urban Legend,1998,R,3,8,6
5164,Urban Legends: Final Cut,2000,R,7,10,8
5165,Us,2019,R,2,8,8
5166,Used People,1993,PG-13,3,1,5
5167,U.S. Marshals,1998,PG-13,1,6,6
5168,"Usual Suspects, The",1995,R,2,7,9
5169,U Turn,1997,R,7,8,8
5170,Vacancy,2007,R,5,8,7
5171,Vacation,2015,R,7,6,9
5172,Vacation Friends,2021,R,5,4,9
5173,Valentine,2001,R,7,8,6
5174,Valentine’s Day,2010,PG-13,6,2,4
5175,Valerian and the City of a Thousand Planets,2017,PG-13,4,5,3
5176,Valiant,2005,G,2,3,1
5177,Valkyrie,2008,PG-13,1,7,5
5178,Valley Girl,2020,PG-13,5,4,4
5179,Vampire Academy,2014,PG-13,5,6,4
5180,Vampire in Brooklyn,1995,R,3,8,8
5181,Vampires Suck,2010,PG-13,6,7,5
5182,Vampires vs. the Bronx,2020,PG-13,1,5,5
5183,Vanguard,2020,NR,1,6,3
5184,Vanquish,2021,R,4,7,7
5185,Van Helsing,2004,PG-13,4,7,2
5186,Vanilla Sky,2001,R,8,7,9
5187,"Vanishing, The",1993,R,0,7,6
5188,Vanity Fair,2004,PG-13,4,4,3
5189,Vantage Point,2008,PG-13,1,6,5
5190,Van Wilder,2002,R,9,5,6
5191,Varsity Blues,1999,R,6,3,9
5192,"Vast of Night, The",2020,PG-13,1,3,5
5193,Velvet Buzzsaw,2019,R,6,7,7
5194,Venom,2018,PG-13,2,6,5
5195,Venom: Let There Be Carnage,2021,PG-13,3,6,5
5196,Veronica Guerin,2003,R,6,8,9
5197,Veronica Mars,2014,PG-13,6,5,5
5198,Vertical Limit,2000,PG-13,4,7,5
5199,Very Bad Things,1998,R,7,8,10
5200,"Very Brady Sequel, A",1996,PG-13,3,2,3
5201,"Very Harold & Kumar 3D Christmas, A",2011,R,9,8,10
5202,V for Vendetta,2006,R,6,7,5
5203,Vice,2018,R,4,6,7
5204,Vicky Cristina Barcelona,2008,PG-13,6,4,4
5205,Victor Frankenstein,2015,PG-13,2,6,3
5206,Victoria & Abdul,2017,PG-13,2,2,5
5207,View From the Top,2003,PG-13,4,3,3
5208,"Village, The",2004,PG-13,2,6,1
5209,Village of the Damned,1995,R,1,7,1
5210,Vince Vaughn’s Wild West Comedy Show,2008,R,4,2,10
5211,"Violent Heart, The",2020,NR,4,5,5
5212,"Virginity Hit, The",2010,R,9,3,10
5213,"Virgin Suicides, The",1999,R,5,6,3
5214,Virtuosity,1995,R,4,8,6
5215,Virus,1999,R,1,8,6
5216,"Visit, The",2015,PG-13,4,6,5
5217,"Visitor, The",2008,PG-13,2,2,5
5218,Vivarium,2019,R,6,4,6
5219,Vivo,2021,PG,1,3,1
5220,Volcano,1997,PG-13,0,6,6
5221,Volver,2006,R,6,5,5
5222,"Vow, The",2012,PG-13,4,3,4
5223,Vox Lux,2018,R,4,6,6
5224,Voyagers,2021,PG-13,4,6,1
5225,"Voyeurs, The",2021,R,9,5,7
5226,W.,2008,PG-13,2,5,5
5227,"Wackness, The",2008,R,8,3,9
5228,Wag the Dog,1998,R,3,3,7
5229,Waist Deep,2006,R,7,8,10
5230,Waiting,2005,R,8,4,10
5231,Waiting for Superman,2010,PG,1,2,3
5232,Waitress,2007,PG-13,6,3,5
5233,Waking Life,2001,R,2,3,5
5234,Waking Ned Devine,1998,PG,4,2,1
5235,"Walk, The",2015,PG,3,3,3
5236,"Walk Among the Tombstones, A",2014,R,4,8,8
5237,Walk Hard: The Dewey Cox Story,2007,R,8,6,7
5238,Walking Across Egypt,2000,PG-13,1,3,4
5239,"Walking Dead, The",1995,R,4,7,10
5240,Walking Tall,2004,PG-13,5,7,5
5241,Walking with Dinosaurs,2013,PG,1,4,2
5242,"Walk in the Clouds, A",1995,PG-13,3,2,1
5243,"Walk in the Woods, A",2015,R,4,2,6
5244,"Walk on the Moon, A",1999,R,9,3,6
5245,Walk the Line,2005,PG-13,3,4,5
5246,"Walk to Remember, A",2002,PG,3,3,4
5247,Wallace & Gromit: The Curse of the Were-Rabbit,2005,G,2,3,1
5248,WALL-E,2008,G,1,2,1
5249,Wall Street: Money Never Sleeps,2010,PG-13,4,3,5
5250,Wander Darkly,2020,R,7,6,6
5251,"Wandering Earth, The",2019,NR,1,6,4
5252,Wanderlust,2012,R,8,4,8
5253,Wanted,2008,R,7,8,9
5254,War,2007,R,7,9,8
5255,"War, The",1994,PG-13,0,6,3
5256,Warcraft: The Beginning,2016,PG-13,2,6,1
5257,War Dogs,2016,R,4,5,10
5258,War for the Planet of the Apes,2017,PG-13,1,6,2
5259,War Horse,2011,PG-13,1,8,2
5260,Warm Bodies,2013,PG-13,2,7,5
5261,War of the Worlds,2005,PG-13,1,6,4
5262,Warrior,2011,PG-13,3,7,5
5263,Warriors of Virtue,1997,PG,1,4,3
5264,"Warrior Queen of Jhansi, The",2019,R,1,7,3
5265,"Warrior’s Way, The",2010,R,5,10,4
5266,War Room,2015,PG,2,3,1
5267,"War with Grandpa, The",2020,PG,2,4,4
5268,"Wasp Network, The (La Red Avispa)",2019,TV-MA,6,5,5
5269,"Watch, The",2012,R,8,8,10
5270,"Watcher, The",2000,R,3,7,8
5271,Watchmen,2009,R,9,9,6
5272,"Waterboy, The",1998,PG-13,3,4,5
5273,"Waterdance, The",1992,R,7,2,7
5274,"Water Diviner, The",2015,R,5,7,3
5275,Water for Elephants,2011,PG-13,6,6,4
5276,"Water Horse, The: Legend of the Deep",2007,PG,1,4,2
5277,Waterland,1992,R,5,4,5
5278,"Water Man, The",2020,PG,2,4,3
5279,Waterworld,1995,PG-13,4,5,2
5280,Waves,2019,R,5,4,10
5281,"Way, The",2011,PG-13,3,4,3
5282,"Way Back, The",2011,PG-13,3,6,5
5283,"Way Back, The",2020,R,2,3,10
5284,Wayne’s World 2,1993,PG-13,3,3,3
5285,"Way, Way Back, The",2013,PG-13,5,2,5
5286,We Are Marshall,2006,PG,1,4,4
5287,We Are Your Friends,2015,R,7,5,10
5288,"Weather Man, The",2005,R,7,3,10
5289,We Bought a Zoo,2011,PG,2,3,4
5290,We Can Be Heroes,2020,PG,1,4,2
5291,Wedding Crashers,2005,R,7,4,7
5292,"Wedding Date, The",2005,PG-13,6,2,4
5293,"Wedding for Bella, A",2002,NR,4,3,5
5294,"Wedding Planner, The",2001,PG-13,4,3,5
5295,"Wedding Ringer, The",2015,R,6,5,10
5296,"Wedding Singer, The",1998,PG-13,3,2,6
5297,We Don’t Live Here Anymore,2004,R,9,3,8
5298,"Week Away, A",2021,TV-PG,2,3,1
5299,Weekend at Bernie’s II,1993,PG,2,3,2
5300,Welcome Home Roscoe Jenkins,2008,PG-13,7,4,6
5301,Welcome to Marwen,2018,PG-13,4,6,4
5302,Welcome to Me,2015,R,8,3,5
5303,Welcome to Mooseport,2004,PG-13,4,3,3
5304,Wendy,2020,PG-13,1,5,5
5305,Wendy and Lucy,2008,R,1,2,6
5306,We Need to Talk About Kevin,2011,R,6,7,5
5307,We Own the Night,2007,R,7,7,10
5308,We’re Back!: A Dinosaur’s Story,1993,G,1,1,0
5309,We’re the Millers,2013,R,7,6,10
5310,Wes Craven’s New Nightmare,1994,R,0,8,5
5311,West Side Story,2021,PG-13,5,6,5
5312,We Were Soldiers,2002,R,3,9,5
5313,Whale Rider,2003,PG-13,3,4,3
5314,What A Girl Wants,2003,PG,3,2,2
5315,What Dreams May Come,1998,PG-13,2,3,5
5316,Whatever It Takes,2000,PG-13,5,2,5
5317,Whatever Works,2009,PG-13,7,4,4
5318,What Happens in Vegas,2008,PG-13,5,4,4
5319,What If,2014,PG-13,6,4,5
5320,What Just Happened,2008,R,6,5,10
5321,What Lies Beneath,2000,PG-13,4,6,5
5322,What Maisie Knew,2013,R,2,3,5
5323,What Men Want,2019,R,7,2,9
5324,What Planet Are You From?,2000,R,7,3,6
5325,What’s Eating Gilbert Grape,1994,PG-13,3,2,4
5326,What’s Love Got to Do With It,1993,R,5,6,6
5327,What’s the Worst That Could Happen?,2001,PG-13,5,3,7
5328,What’s Your Number?,2011,R,7,2,7
5329,What to Expect When You’re Expecting,2012,PG-13,4,3,5
5330,What Women Want,2000,PG-13,7,3,5
5331,When a Man Loves a Woman,1994,R,4,3,6
5332,When a Stranger Calls,2006,PG-13,2,5,3
5333,When Do We Eat?,2006,R,6,3,5
5334,When In Rome,2010,PG-13,6,3,4
5335,When the Bough Breaks,2016,NA,6,6,3
5336,When the Game Stands Tall,2014,PG,1,3,2
5337,Where Angels Fear to Tread,1992,PG,0,3,0
5338,Where Do We Go Now?,2012,PG-13,3,6,4
5339,"Where’d You Go, Bernadette",2019,PG-13,1,4,5
5340,Where in the World is Osama bin Laden?,2008,PG-13,2,4,5
5341,Where the Heart Is,2000,PG-13,4,3,5
5342,Where the Money Is,2000,PG-13,4,3,4
5343,Where the Wild Things Are,2009,PG,1,4,1
5344,Where to Invade Next,2016,R,6,4,5
5345,While We’re Young,2015,R,4,3,8
5346,While You Were Sleeping,1995,PG,2,2,1
5347,Whip It,2009,PG-13,5,6,4
5348,Whipped,2000,R,9,1,10
5349,"Whisker Away, A",2020,NR,2,3,2
5350,Whiskey Tango Foxtrot,2016,R,6,7,10
5351,Whispers in the Dark,1992,R,8,7,6
5352,"Whistleblower, The",2011,R,8,8,7
5353,White Boy Rick,2018,R,6,7,10
5354,White Chicks,2004,PG-13,6,4,4
5355,White Fang 2: Myth of the White Wolf,1994,PG,1,3,1
5356,White God,2015,R,1,7,7
5357,White House Down,2013,PG-13,3,6,5
5358,White Men Can’t Jump,1992,R,6,2,9
5359,White Noise,2004,PG-13,2,6,5
5360,White Oleander,2002,PG-13,4,4,5
5361,Whiteout,2009,R,7,8,5
5362,"White Ribbon, The",2009,R,6,6,4
5363,White Sands,1992,R,5,6,5
5364,"White Tiger, The",2021,R,4,6,8
5365,Who Is Cletis Tout?,2002,R,6,6,6
5366,"Whole Nine Yards, The",2000,R,7,6,5
5367,"Whole Ten Yards, The",2004,R,5,5,5
5368,Who’s the Man?,1993,R,0,5,8
5369,Why Did I Get Married?,2007,PG-13,5,3,4
5370,Why Did You Kill Me?,2021,TV-MA,3,5,5
5371,Why Him?,2016,R,6,4,10
5372,Wicker Man,2006,PG-13,3,7,5
5373,Wicker Park,2004,PG-13,6,3,5
5374,"Wicker Tree, The",2012,R,7,6,4
5375,Wide Awake,1998,PG,1,1,2
5376,"Widow of Saint-Pierre, The",2001,R,5,8,3
5377,Widows,2018,R,7,6,10
5378,Widows’ Peak,1994,PG,1,2,2
5379,"Wife, The",2018,R,5,3,9
5380,Wild,2014,R,7,4,8
5381,"Wild, The",2006,G,2,3,1
5382,Wild America,1997,PG,1,4,3
5383,Wild Hogs,2007,PG-13,4,4,4
5384,"Wild Life, The",2016,PG,1,3,2
5385,Wild Man Blues,1998,PG,1,1,5
5386,Wild Mountain Thyme,2020,PG-13,2,3,3
5387,Wild Things,1998,R,9,7,8
5388,"Wild Thornberrys Movie, The",2002,PG,1,3,0
5389,Wild West,1992,NR,3,4,5
5390,Wild Wild West,1999,PG-13,4,5,4
5391,Willard,2003,PG-13,4,7,5
5392,William Shakespeare’s Romeo + Juliet,1996,PG-13,3,6,1
5393,"Willoughbys, The",2020,PG,1,4,2
5394,Wilson,2017,R,6,4,10
5395,Wimbledon,2004,PG-13,5,2,5
5396,Win a Date with Tad Hamilton!,2004,PG-13,4,2,4
5397,Winchester,2018,PG-13,2,5,1
5398,Wind,1992,PG-13,4,1,3
5399,"Wind Rises, The",2014,PG-13,2,4,2
5400,Wind River,2017,R,6,7,7
5401,Windtalkers,2002,R,2,8,6
5402,Wing Commander,1999,PG-13,3,5,4
5403,Winnie the Pooh,2011,G,0,1,1
5404,"Winslow Boy, The",1999,G,1,0,1
5405,Winter’s Bone,2010,R,0,6,6
5406,Winter’s Tale,2014,PG-13,5,6,3
5407,Win Win,2011,R,3,3,6
5408,Wish Dragon,2021,PG,1,3,2
5409,Wish I Was Here,2014,R,6,4,8
5410,"Wishmaster, The",1997,R,1,9,6
5411,Wish Upon,2017,PG-13,3,7,5
5412,"Witch, The",2016,R,5,7,3
5413,"Witches, The",2020,PG,1,5,3
5414,With A Friend Like Harry,2001,R,4,6,6
5415,With Honors,1994,PG-13,4,2,3
5416,Without A Paddle,2004,PG-13,7,4,5
5417,Wolf,1994,R,3,7,6
5418,Wolf at the Door,2013,NR,7,6,6
5419,"Wolf and the Lion, The",2021,PG,1,4,3
5420,Wolf Creek,2005,R,4,8,7
5421,"Wolfman, The",2010,R,2,9,2
5422,"Wolf of Wall Street, The",2013,R,10,4,10
5423,Wolf Totem,2015,PG-13,2,6,2
5424,Wolfwalkers,2020,PG,0,4,1
5425,"Wolverine, The",2013,PG-13,4,7,5
5426,"Woman, a Gun and a Noodle Shop, A",2009,R,2,7,4
5427,"Woman in Black, The",2012,PG-13,0,6,3
5428,"Woman in Black 2, The: Angel of Death",2015,PG-13,1,5,1
5429,Woman in Gold,2015,PG-13,1,4,5
5430,"Woman in the Window, The",2021,R,2,6,5
5431,Woman Thou Art Loosed,2004,R,6,8,4
5432,"Women, The",2008,PG-13,5,2,4
5433,"Women On the 6th Floor, The",2011,PG-13,5,2,3
5434,Wonder,2017,PG,1,3,3
5435,Wonder Boys,2000,R,3,3,6
5436,Wonderland,2003,R,7,9,10
5437,Wonder Park,2019,PG,1,2,1
5438,Wonderstruck,2017,PG,2,2,1
5439,Wonder Wheel,2017,PG-13,6,4,4
